0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126
0.17073223,-0.052878387,-0.22399522,0.10761405,-0.010343873,0.10681839,0.009684782,0.013813509,0.09006728,-0.07619222,-0.17887087,0.19195901,-0.18074508,0.047357567,-0.07791566,-0.01143854,0.09891128,-0.08312282,-0.083777376,-0.041314304,-0.030578,0.02492904,0.06571524,0.00856142,-0.03358045,0.10903088,0.06921506,-0.12611693,-0.14103891,-0.11744312,-0.03320132,0.0019787713,0.09684732,-0.014497833,0.008468905,0.028667953,0.04935952,-0.028782342,0.049284536,0.0024224399,-0.036022875,-0.01026423,0.025631277,0.1210411,0.06619047,-0.14812052,0.0137743745,0.037364684,0.09897052,0.047958396,0.06680946,-0.12967795,0.027061176,-0.12503695,0.11363464,0.15163018,0.028922813,-0.05242414,-0.0036979136,0.0630816,0.04498006,0.058391497,0.072229244,0.109744124,0.11583086,0.08147892,-0.012609199,-0.013901211,0.16471379,-0.019949485,-0.091889955,-0.032974374,0.10356686,0.018408477,-0.1473554,-0.07813236,-0.013657943,0.00087487634,0.004971217,0.070993885,0.096501894,-0.2043123,-0.043571908,0.06272575,0.09282821,0.20543255,0.116413556,0.037391804,0.11986384,-0.064973466,0.0030643113,-0.12686662,0.10167739,0.025163323,0.040612668,-0.011137688,0.09867346,-0.090979874,0.1103907,-0.021934185,0.056725856,0.12999243,0.022803705,-0.076556675,0.0038345573,-0.08201859,0.06160578,-0.04003823,-0.0003231947,-0.018659597,-0.020218642,0.03534742,0.011102288,0.017853955,-0.0078299735,0.15218313,-0.2896219,-0.026589802,0.04532806,-0.05706426,-0.010335321,-0.066513896,0.063616134,0.044421077,-0.17582776,0.031101543,0.026688606
0.083190024,-0.02185389,-0.10699505,0.04998672,-0.009989393,0.050649952,-0.0018398265,0.002711013,0.051630877,-0.036283158,-0.08279418,0.09383536,-0.081918016,0.022334453,-0.029835735,0.002842096,0.05481209,-0.042334005,-0.03764673,-0.02536639,-0.021317635,0.010771895,0.025117688,-0.0026193815,-0.006569719,0.043481056,0.030055966,-0.052874446,-0.07040326,-0.053961165,-0.015555771,-0.001695589,0.03806319,-0.008994686,-3.6666966e-05,0.001422862,0.02355436,-0.012455645,0.012786894,0.005958619,-0.014795372,-0.0019124538,0.014756302,0.059559867,0.02357148,-0.06499641,0.011121861,0.009647921,0.03859381,0.0142589165,0.03882714,-0.051200215,0.023760008,-0.052129194,0.047476675,0.058944307,0.023554629,-0.029275702,0.0015187484,0.027136063,0.020656463,0.031030627,0.042606253,0.053890254,0.054504856,0.040066198,-0.0032607075,-0.0055499263,0.07251144,-0.003645644,-0.04717372,-0.010722048,0.03888943,0.004791403,-0.07271249,-0.039361566,-0.00194053,0.003431952,0.0075507085,0.03991186,0.052100174,-0.103512846,-0.013461263,0.030403085,0.050951358,0.09238069,0.05055455,0.012788043,0.06364542,-0.03262053,0.009260572,-0.06659506,0.049916074,0.014875385,0.013176461,-0.002589356,0.036019377,-0.03306441,0.05252491,-0.013542518,0.020909319,0.060971405,0.0056320787,-0.03830598,-0.006006586,-0.031863224,0.034682464,-0.0112719005,0.0014946489,-0.012431971,-0.01781934,0.012250849,0.0022430685,0.0065537402,-0.004402182,0.07595555,-0.13098952,-0.012123542,0.021308122,-0.02367387,-0.0033368382,-0.040365864,0.023984743,0.019829236,-0.07692262,0.009670409,0.015510921
0.07818074,-0.03242114,-0.10387953,0.041472718,-0.011532669,0.04789244,-0.0024461215,0.0006796657,0.042533472,-0.030508488,-0.087695755,0.09846541,-0.08111,0.01563336,-0.033478588,0.001776682,0.046722516,-0.042082917,-0.04746152,-0.012829769,-0.016528927,0.013345176,0.03386533,0.006528229,-0.00903045,0.05916507,0.039908133,-0.0664529,-0.0723179,-0.0452243,-0.009532057,-0.0032879917,0.048667975,-0.002030843,0.0024444812,0.008473691,0.021481888,-0.011985987,0.028550472,-0.0007419709,-0.016332718,-0.00813153,0.010164678,0.065671094,0.02487475,-0.07979359,-3.9001585e-05,0.016466767,0.04091149,0.028136266,0.029388508,-0.0668405,0.01002527,-0.053926155,0.051870458,0.07644008,0.017462678,-0.033735797,-0.0040018014,0.025096178,0.012645763,0.02066457,0.031504795,0.055972204,0.06475737,0.04604642,-0.0054519707,-0.016754545,0.082060285,-0.010848914,-0.03735396,-0.020845272,0.047699507,0.012979877,-0.06522414,-0.044505473,-0.00798228,-0.0034602503,0.0056372937,0.028357182,0.047716476,-0.11027623,-0.010425678,0.029959805,0.046886317,0.0997997,0.057397544,0.011031683,0.06593383,-0.021017874,-0.0004346793,-0.06870751,0.05350137,0.002556923,0.025208484,0.0035985457,0.041862655,-0.04061619,0.054677088,-0.009150757,0.032566674,0.055836808,0.007993183,-0.035063513,0.0051801163,-0.031966016,0.031122463,-0.014409909,-0.007751298,-0.009475874,-0.010968987,0.020940535,0.008448868,0.0026911986,-0.005436767,0.081095494,-0.13253956,-0.018569615,0.02051758,-0.026956031,-0.000996341,-0.033838365,0.025268098,0.019981356,-0.07758019,0.016255269,0.013615783
0.08019611,-0.027289655,-0.119221,0.0504822,-0.007969296,0.042660408,-0.00010261741,0.0064215404,0.044763476,-0.03818018,-0.09109563,0.092882305,-0.09016795,0.015580677,-0.0371642,-0.008198749,0.050131198,-0.037262123,-0.052321747,-0.023344368,-0.013841767,0.019597676,0.026558062,-0.0037851294,-0.015561334,0.049717598,0.034303438,-0.062748834,-0.077838056,-0.04975839,-0.012852648,0.0042575523,0.03894496,-0.013041446,-0.0038708928,0.004260745,0.02239739,-0.008275563,0.016618961,-0.0018780162,-0.026039572,-0.004279934,0.015395032,0.060077067,0.03496603,-0.06872932,0.0052623893,0.011915823,0.046012394,0.020360928,0.039533842,-0.06194045,0.021710386,-0.05120254,0.045873243,0.06844891,0.0143665075,-0.024334388,0.005975628,0.025198398,0.027124021,0.032429095,0.038430307,0.057881728,0.055405453,0.03741838,-0.005862475,-0.008310689,0.07463171,-0.013762296,-0.047011208,-0.008160972,0.0548353,0.0083974125,-0.078822985,-0.04354312,-0.00622329,-0.0064765215,-0.0027342436,0.029708076,0.054519024,-0.09895933,-0.016545782,0.026951771,0.03952994,0.10251569,0.05614738,0.008017652,0.066200085,-0.024042495,0.0060013467,-0.07158065,0.05166918,0.008999398,0.019977394,0.0026789615,0.054880142,-0.041569527,0.057033416,-0.014877941,0.036050875,0.06747606,0.006809799,-0.032927223,0.008550018,-0.035153713,0.031184303,-0.022299066,-0.0024954816,-0.020200005,-0.016549464,0.024662033,0.00077176135,0.0049629705,-0.0014304029,0.07227164,-0.13814639,-0.021708362,0.014153519,-0.028400663,-0.0032093148,-0.032251783,0.032057572,0.016906165,-0.08323045,0.009898184,0.021319693
0.08406475,-0.025464315,-0.12123492,0.05511026,-0.0051262663,0.052419253,-0.0017940704,-0.0011024162,0.05336856,-0.033656873,-0.09423575,0.08986071,-0.08982165,0.023435468,-0.043087523,-0.0017400221,0.059093535,-0.046644624,-0.052783232,-0.021419546,-0.013494271,0.0103798015,0.036898788,0.006399124,-0.022683669,0.0618078,0.033743046,-0.06393878,-0.080818,-0.055905946,-0.012107035,-0.0010044456,0.05085327,-0.016178876,0.004749857,0.0042560864,0.028171264,-0.017580872,0.015665637,-0.00417072,-0.011703207,-0.012424594,0.015173187,0.06818683,0.024732878,-0.08116575,0.00047823007,0.011415181,0.053238347,0.01564216,0.034213927,-0.06456359,0.021193119,-0.06574861,0.048389237,0.07726714,0.019224402,-0.0340315,-0.002986709,0.030948492,0.014000855,0.023683928,0.038050313,0.055255063,0.055771526,0.040717512,-0.008353519,-0.009553831,0.075397514,-0.0035340842,-0.049877215,-0.018318295,0.047336932,0.005415077,-0.068647996,-0.035501998,0.0002749282,-0.008912638,-0.004421847,0.031088792,0.050208952,-0.10122473,-0.016782187,0.026537508,0.054860592,0.107509606,0.051588695,0.019545678,0.06181005,-0.022209024,-0.0027442956,-0.062294327,0.045103252,0.016838947,0.019822124,0.0027422882,0.05334541,-0.034154363,0.05338874,-0.0055002137,0.037446216,0.058217783,0.012358353,-0.037739202,-0.0025980321,-0.032313947,0.03524354,-0.017182784,-0.004095835,-0.012158052,-0.012904315,0.01890606,0.004119376,0.01653464,0.001700947,0.08162698,-0.1366954,-0.01204137,0.021871118,-0.024559096,0.00034898706,-0.041274015,0.03650486,0.012802907,-0.08572543,0.012281896,0.022412999
0.079073146,-0.032886334,-0.115675755,0.05063021,-0.0061500887,0.05020897,-0.0028314397,0.00690267,0.052345965,-0.033248987,-0.086596645,0.09847916,-0.08552597,0.023809694,-0.047044124,-0.007107515,0.04962695,-0.039800107,-0.043411713,-0.018582022,-0.015689194,0.010650128,0.031524476,0.0009423694,-0.0083982125,0.04821248,0.030536305,-0.060013868,-0.06398557,-0.05191198,-0.016913738,-0.0034199874,0.04773712,-0.016461514,0.0054437043,0.002140877,0.02802737,-0.0150225,0.021194061,0.0070505114,-0.013571039,-0.006023178,0.008291429,0.060989782,0.02926454,-0.071984835,0.0074407086,0.01954325,0.0519075,0.0222637,0.034278978,-0.05459187,0.02169536,-0.060360704,0.04646511,0.07504297,0.010853979,-0.030098297,-0.00037241585,0.021136196,0.016977226,0.032318734,0.046341963,0.050786644,0.05880967,0.040185153,-0.011260948,-0.0049683237,0.07148793,-0.00913314,-0.04015085,-0.016032463,0.04879359,0.014554471,-0.07018958,-0.037976205,-1.5878428e-05,-0.008604201,-0.006283811,0.040916864,0.044028826,-0.10087333,-0.012932613,0.028207254,0.048378862,0.1043663,0.05079544,0.01975835,0.054820143,-0.03289976,0.008307416,-0.06287183,0.055041738,0.011102823,0.026657365,-0.00019230826,0.046046335,-0.0441485,0.05630178,-0.008779918,0.028682396,0.06100947,0.005320343,-0.035067867,0.0008703305,-0.033655282,0.025281865,-0.026158325,-0.0013520826,-0.004640273,-0.005232864,0.016475866,0.000104889106,0.0142604895,0.0011036947,0.0841081,-0.14576046,-0.021230632,0.017020628,-0.022283135,-0.010112922,-0.03277872,0.02506111,0.018771112,-0.08099582,0.018861873,0.020329481
0.1865637,-0.061177947,-0.2440979,0.10087598,-0.013904228,0.11339248,0.00106469,0.005985099,0.09939877,-0.08755287,-0.19236174,0.19882229,-0.18362272,0.052062996,-0.084940985,-0.01307682,0.10714166,-0.07988829,-0.09025259,-0.052509602,-0.028139858,0.023827769,0.07700973,0.011132638,-0.03898613,0.112237796,0.06564297,-0.13629447,-0.15097621,-0.120668694,-0.025598329,-0.0061841565,0.10598852,-0.022265498,0.008128352,0.023292067,0.050509278,-0.021182312,0.040608104,0.00089113886,-0.034339115,-0.021298826,0.025109699,0.12780829,0.060968973,-0.16164747,0.01802875,0.037907887,0.10774737,0.04939648,0.07963366,-0.13248385,0.042462397,-0.1294797,0.108222686,0.155797,0.04050864,-0.069221936,-0.008346577,0.062231097,0.052380983,0.061725706,0.08933568,0.11679378,0.12793268,0.096068256,-0.007061708,-0.028477993,0.16693476,-0.017380167,-0.09573395,-0.034691907,0.10344811,0.022182766,-0.15612273,-0.09468991,-0.007102932,0.003967998,0.0028505435,0.07729007,0.10155867,-0.22401783,-0.03716544,0.065897785,0.108617686,0.21244825,0.11770667,0.041598685,0.12187869,-0.060768526,-0.0012370256,-0.1371836,0.10735662,0.015833369,0.040120076,-0.013239929,0.09367381,-0.081566386,0.10671172,-0.015568395,0.073657855,0.13846152,0.015862709,-0.07453881,-0.0016485237,-0.084656,0.072336815,-0.049593605,0.007877987,-0.017705293,-0.029408691,0.047871586,0.018984236,0.0187835,-0.015450438,0.17210245,-0.2955349,-0.040156577,0.041131187,-0.06096711,-0.0038845183,-0.072724484,0.06659394,0.042538565,-0.18349157,0.029029252,0.03599817
0.10873712,-0.041648436,-0.14090219,0.064653635,-0.0032201584,0.06616889,-0.0021601196,0.006107893,0.058974918,-0.049932115,-0.1079446,0.11296546,-0.10760797,0.027523234,-0.046017334,-0.012841346,0.06671769,-0.05253752,-0.057122502,-0.026531085,-0.012367675,0.009051987,0.04776336,-0.0010299591,-0.025372073,0.061381657,0.047671992,-0.07517114,-0.09044517,-0.07157548,-0.025730692,-0.0048278165,0.057352375,-0.011845636,0.0017557805,0.0069677867,0.02541672,-0.014946762,0.024310287,-0.004304609,-0.017538304,-0.0064244876,0.012761249,0.07662742,0.03431837,-0.09964901,0.005849585,0.021268489,0.05502266,0.030113075,0.041155778,-0.07214492,0.016437009,-0.07825154,0.06385723,0.09547247,0.024010634,-0.030127043,-0.0030426905,0.03468189,0.02953034,0.031761754,0.04476776,0.07168854,0.075215854,0.05193379,-0.008228799,-0.007911227,0.09432092,-0.0070504067,-0.05297828,-0.019029886,0.052768722,0.009849975,-0.09907306,-0.048189968,-0.01025828,-0.0043726517,0.0075736297,0.037395217,0.068235464,-0.13756113,-0.018814808,0.048986584,0.0657558,0.11603356,0.08137833,0.020310728,0.082917765,-0.034854613,0.008694077,-0.07863013,0.06713804,0.018202798,0.022815458,0.0032941122,0.06627962,-0.05205962,0.05682797,-0.008410178,0.045229826,0.07729055,0.014589728,-0.039207615,0.007116813,-0.040467974,0.034949742,-0.021798102,0.007025349,-0.022498023,-0.012210855,0.024820821,0.017115185,0.006902399,-0.0020549232,0.10164233,-0.18184875,-0.014367428,0.034578595,-0.03145486,-0.006722744,-0.048636384,0.042594653,0.01633348,-0.107835576,0.0152816195,0.024543267
0.14248337,-0.047907792,-0.19548386,0.07789285,-0.012202957,0.083903275,0.006240335,0.009637256,0.08439662,-0.063084565,-0.14777182,0.16186556,-0.14732449,0.041084208,-0.07046621,-0.007430317,0.08470289,-0.061681107,-0.08281023,-0.037583325,-0.02295264,0.018344276,0.049803015,-0.0013327794,-0.0289276,0.084311344,0.051858064,-0.111603245,-0.12821566,-0.08841418,-0.032816604,0.0021967257,0.08079416,-0.014941912,0.008008376,0.022097696,0.042026054,-0.027678749,0.03732092,0.0072018416,-0.03077906,-0.012792317,0.025895985,0.09787478,0.04697251,-0.13600534,0.016755028,0.026191272,0.08218485,0.03580714,0.06516076,-0.101608805,0.037851237,-0.10612063,0.09519975,0.12724358,0.030592747,-0.04760665,-0.008928269,0.0405577,0.026394587,0.048295725,0.062358074,0.082578346,0.09755441,0.073085316,-0.010030612,-0.011749809,0.12741958,-0.02002659,-0.08304694,-0.025247972,0.08319389,0.011823569,-0.1189866,-0.06505897,-0.013678154,-0.008794361,0.010291395,0.06143861,0.083229184,-0.17865409,-0.033542015,0.05629621,0.080140874,0.17390457,0.098672755,0.031881504,0.10677511,-0.038444743,0.0012823357,-0.11939967,0.09009428,0.018507762,0.042511515,-0.004523112,0.0740262,-0.07400487,0.079389066,-0.014910646,0.054327093,0.09672441,0.017842952,-0.069808885,0.006453988,-0.05917516,0.052507743,-0.027208535,0.0010097056,-0.017673131,-0.019945182,0.025412852,0.017988414,0.011720198,-0.007408405,0.13209783,-0.23901755,-0.022637185,0.035987876,-0.04985147,-0.014290075,-0.062420975,0.052772257,0.02475857,-0.13787656,0.02068156,0.02201628
0.14745264,-0.053738598,-0.19112869,0.084808946,-0.014174983,0.07330424,-4.8125363e-05,0.0035851023,0.07946951,-0.05611824,-0.14964828,0.14895278,-0.15170853,0.03209807,-0.069793925,-0.004754641,0.08733454,-0.06368558,-0.07511877,-0.03757515,-0.022139946,0.014230572,0.04962061,0.008891949,-0.026072534,0.09018927,0.05906059,-0.10966398,-0.12052699,-0.088960774,-0.020739272,-0.0010725182,0.07387696,-0.014778774,-0.00061157683,0.018014872,0.03153763,-0.029028716,0.04005271,0.007556858,-0.03293631,-0.005206665,0.015010893,0.0991608,0.046904784,-0.11962172,0.006420115,0.033651464,0.073722735,0.041649632,0.05802842,-0.10702887,0.035482347,-0.09075458,0.08582884,0.11694343,0.03051144,-0.03932187,-0.00020858421,0.04619328,0.03639285,0.045162298,0.06504874,0.08230551,0.10623584,0.07791575,3.7984384e-05,-0.014193138,0.12892956,-0.020010613,-0.07985053,-0.028997837,0.074790135,0.010843374,-0.122611,-0.06561822,-0.00041126536,-0.00464297,0.0071779955,0.06398169,0.08510521,-0.17510512,-0.02434659,0.056108676,0.08676337,0.15959103,0.10148939,0.023739005,0.09936782,-0.04712141,0.009689096,-0.11588355,0.08304102,0.024557529,0.033460934,-0.006084948,0.082560554,-0.07237999,0.08883845,-0.014086196,0.046545632,0.1092284,0.008930901,-0.05730307,0.0074726925,-0.061142113,0.050824635,-0.03703662,-0.0031796223,-0.027323253,-0.018399725,0.036738455,0.0076136114,0.014057349,-0.0088793095,0.13599627,-0.23774812,-0.020995174,0.037477743,-0.044894096,-0.0017817515,-0.057865996,0.055181522,0.037337523,-0.13217992,0.025794338,0.023878766
